x,y
0.0,2.0
0.1024867315543713,2.102405151307704
0.2048860784012668,2.204478057124186
0.30719811504874217,2.3062190007662884
0.4094229159413243,2.4076282653092576
0.5115605554600652,2.5087061335869536
0.6136111079225965,2.6094528881920542
0.7155746475831833,2.709868811476261
0.8174512486327783,2.809954185550505
0.9192409851990755,2.909709292285151
1.0209439313465645,3.0091344133102047
1.1225601610765843,3.1082298300155156
1.224089748327377,3.2069958235509826
1.3255327669741417,3.305432674826759
1.4268892908290884,3.403540664513457
1.5281593936414914,3.5013200730423515
1.629343149097743,3.598771180605583
1.7304406308214075,3.6958942671563646
1.8314519123732744,3.7926896124091827
1.932377067251412,3.8891574958400024
2.033216168891221,3.9852981966864696
2.1339692906654877,4.081111993948116
2.2346365058844375,4.17659916638656
2.3352178877957885,4.271759992525712
2.4357135095848044,4.3665947506519736
2.536123444374348,4.461103718814444
2.6364477652249336,4.5552871748251205
2.7366865451347824,4.649145396259101
2.8368398570398727,4.742678660454784
2.9369077738139953,4.835887244514074
3.036890368268805,4.928771425302582
3.136787713153874,5.021331479449825
3.2365998811567462,5.113567683349428
3.3363269449029875,5.205480313159329
3.4359689769562407,5.297069644801974
3.5355260498182774,5.388335953964522
3.6349982359290514,5.479279516099044
3.7343856076667503,5.569900606422724
3.83368823734785,5.660199499918059
3.932906197227165,5.750176471333059
4.032039559497902,5.839831795181448
4.131088396291715,5.9291657457428615
4.230052779678752,6.018178597063049
4.328932781667714,6.106870622954071
4.4277284742059,6.195242096994501
4.526439929179269,6.28329329252962
4.625067218412482,6.37102448267162
4.723610413668963,6.458435940299803
4.822069586650944,6.545527938060775
4.920444808999522,6.632300748368647
5.018736152294711,6.718754643405235
5.11694368805549,6.804889895120256
5.2150674877398595,6.890706775231526
5.313107622744892,6.976205555225158
5.411064164406782,7.06138650635576
5.508937184000902,7.146249899646632
5.60672675274185,7.230796005889963
5.704432941783505,7.31502509564703
5.802055822219075,7.398937439248392
5.899595465081152,7.482533306794088
5.997051941341762,7.565812968153835
6.094425321912418,7.64877669296722
6.19171567764417,7.731424750643903
6.288923079327658,7.813757410363808
6.386047597693161,7.895774941077319
6.483089303410653,7.977477611505479
6.580048267089849,8.058865690140182
6.67692455928026,8.139939445244371
6.773718250471244,8.220699144852231
6.870429411092057,8.301145056769387
